timestamp,PT_pt_face_amount,PT_cash,PT_pt_price,PT_implied_yield,PT_seconds_to_expiry,PT_pool_liquidity,PT_balance,net_balance
2025-09-29 00:00:00+00:00,0.0,10000.0,0.9876265571526351,0.0766,5097600.0,138444828.1479,10000.0,10000.0
2025-09-29 01:00:00+00:00,0.0,10000.08726899384,0.9876514373716633,0.0765,5094000.0,137900610.3574,10000.08726899384,10000.08726899384
2025-09-29 02:00:00+00:00,0.0,10000.17465282738,0.9876440337668264,0.0766,5090400.0,137876344.9203,10000.17465282738,10000.17465282738
2025-09-29 03:00:00+00:00,0.0,10000.263178215591,0.9874915811088296,0.0776,5086800.0,137763612.8521,10000.263178215591,10000.263178215591
2025-09-29 04:00:00+00:00,0.0,10000.35056358628,0.9876615103810176,0.0766,5083200.0,137751382.6576,10000.35056358628,10000.35056358628
2025-09-29 05:00:00+00:00,0.0,10000.437151152762,0.9877829226557152,0.0759,5079600.0,137749949.738,10000.437151152762,10000.437151152762
2025-09-29 06:00:00+00:00,0.0,10000.523739468958,0.9877915811088296,0.0759,5076000.0,137774768.5586,10000.523739468958,10000.523739468958
2025-09-29 07:00:00+00:00,0.0,10000.611583448874,0.9876234314396533,0.077,5072400.0,137768483.891,10000.611583448874,10000.611583448874
2025-09-29 08:00:00+00:00,0.0,10000.698287359477,0.987792835957107,0.076,5068800.0,137803446.3272,10000.698287359477,10000.698287359477
2025-09-29 09:00:00+00:00,0.0,10000.786589212938,0.9875767967145791,0.0774,5065200.0,138018230.0297,10000.786589212938,10000.786589212938
2025-09-29 10:00:00+00:00,0.0,10000.87569044869,0.987473351585672,0.0781,5061600.0,138084306.6251,10000.87569044869,10000.87569044869
2025-09-29 11:00:00+00:00,0.0,10000.965362913814,0.98740212183436,0.0786,5058000.0,138075873.8748,10000.965362913814,10000.965362913814
2025-09-29 12:00:00+00:00,0.0,10001.056519328655,0.9872028747433265,0.0799,5054400.0,138054239.55,10001.056519328655,10001.056519328655
2025-09-29 13:00:00+00:00,0.0,10001.146307504341,0.9874040497376226,0.0787,5050800.0,138068020.5654,10001.146307504341,10001.146307504341
2025-09-29 14:00:00+00:00,0.0,10001.237123297871,0.9872690851015287,0.0796,5047200.0,137968948.8651,10001.237123297871,10001.237123297871
2025-09-29 15:00:00+00:00,0.0,10001.328396280973,0.987214236824093,0.08,5043600.0,138984459.3068,10001.328396280973,10001.328396280973
2025-09-29 16:00:00+00:00,0.0,10001.419099635696,0.9873032169746749,0.0795,5040000.0,138941019.4393,10001.419099635696,10001.419099635696
2025-09-29 17:00:00+00:00,0.0,10001.508092413447,0.9875516769336071,0.078,5036400.0,139005128.4611,10001.508092413447,10001.508092413447
2025-09-29 18:00:00+00:00,0.0,10001.597314171699,0.9875286789869953,0.0782,5032800.0,139054993.3236,10001.597314171699,10001.597314171699
2025-09-29 19:00:00+00:00,0.0,10001.686536725882,0.9875375998174766,0.0782,5029200.0,139095323.5921,10001.686536725882,10001.686536725882
2025-09-29 20:00:00+00:00,0.0,10001.773706341603,0.9878331736253707,0.0764,5025600.0,139135539.0393,10001.773706341603,10001.773706341603
2025-09-29 21:00:00+00:00,0.0,10001.86224588525,0.9876509240246406,0.0776,5022000.0,139168571.2505,10001.86224588525,10001.86224588525
2025-09-29 22:00:00+00:00,0.0,10001.950786212683,0.9876597764088524,0.0776,5018400.0,139141370.5348,10001.950786212683,10001.950786212683
2025-09-29 23:00:00+00:00,0.0,10002.037958131468,0.9878593201003879,0.0764,5014800.0,139159515.7256,10002.037958131468,10002.037958131468
2025-09-30 00:00:00+00:00,0.0,10002.124218007082,0.9879950718685832,0.0756,5011200.0,138922918.4992,10002.124218007082,10002.124218007082
2025-09-30 01:00:00+00:00,0.0,10002.20979401853,0.9880989048596851,0.075,5007600.0,138808320.5928,10002.20979401853,10002.20979401853
