timestamp,PT_pt_face_amount,PT_cash,MORPHO_collateral,MORPHO_debt,MORPHO_last_timestamp,MORPHO_is_liquidated,PT_pt_price,PT_implied_yield,PT_seconds_to_expiry,PT_pool_liquidity,MORPHO_collateral_price,MORPHO_debt_price,MORPHO_lending_rate,MORPHO_borrowing_rate,MORPHO_utilization,MORPHO_timestamp_seconds,PT_balance,MORPHO_balance,net_balance
2025-09-29 00:00:00+00:00,0.0,0.0,0.0,0.0,1759104000.0,False,0.9876265571526351,0.0766,5097600.0,138444828.1479,0.9876265571526351,1.0,0.0,0.06172180918392997,0.9027870402251761,1759104000.0,0.0,0.0,0.0
2025-09-29 01:00:00+00:00,0.0,4160.702964839866,36715.79336412758,30460.421115870136,1759107600.0,False,0.9876514373716633,0.0765,5094000.0,137900610.3574,0.9876514373716633,1.0,0.0,0.0599878936019433,0.9017952087875464,1759107600.0,4160.702964839866,5801.984974451443,9962.687939291309
2025-09-29 02:00:00+00:00,0.0,4158.46936770428,34472.48427410671,28245.038736361923,1759111200.0,False,0.9876440337668264,0.0766,5090400.0,137876344.9203,0.9876440337668264,1.0,0.0,0.05999105741216161,0.901795797782169,1759111200.0,4158.46936770428,5801.5046860803195,9959.9740537846
2025-09-29 03:00:00+00:00,0.0,4158.442568588673,34445.348367685576,28218.448454527454,1759114800.0,False,0.9874915811088296,0.0776,5086800.0,137763612.8521,0.9874915811088296,1.0,0.0,0.06399444403623146,0.9040623007214255,1759114800.0,4158.442568588673,5796.043066922823,9954.485635511495
2025-09-29 04:00:00+00:00,0.0,4158.442568588673,34445.348367685576,28218.681299098527,1759118400.0,False,0.9876615103810176,0.0766,5083200.0,137751382.6576,0.9876615103810176,1.0,0.0,0.0723326625598289,0.9087547779052154,1759118400.0,4158.442568588673,5801.663495330125,9960.106063918798
2025-09-29 05:00:00+00:00,0.0,4158.442568588673,34445.348367685576,28218.88466594689,1759122000.0,False,0.9877829226557152,0.0759,5079600.0,137749949.738,0.9877829226557152,1.0,0.0,0.06317495044829648,0.9035806879945508,1759122000.0,4158.442568588673,5805.642216579836,9964.084785168508
2025-09-29 06:00:00+00:00,0.0,4158.442568588673,34445.348367685576,28219.070584823352,1759125600.0,False,0.9877915811088296,0.0759,5076000.0,137774768.5586,0.9877915811088296,1.0,0.0,0.05775440419976387,0.900494742842726,1759125600.0,4158.442568588673,5805.754541137223,9964.197109725896
2025-09-29 07:00:00+00:00,0.0,4158.442568588673,34445.348367685576,28219.25650762325,1759129200.0,False,0.9876234314396533,0.077,5072400.0,137768483.891,0.9876234314396533,1.0,0.0,0.057755242470122876,0.9004953171782006,1759129200.0,4158.442568588673,5799.776644404636,9958.219212993308
2025-09-29 08:00:00+00:00,0.0,4158.442568588673,34445.348367685576,28219.442434346645,1759132800.0,False,0.987792835957107,0.076,5068800.0,137803446.3272,0.987792835957107,1.0,0.0,0.057756080741146215,0.9004958915269327,1759132800.0,4158.442568588673,5805.425915299995,9963.868483888667
2025-09-29 09:00:00+00:00,0.0,4158.442568588673,34445.348367685576,28219.62836499382,1759136400.0,False,0.9875767967145791,0.0774,5065200.0,138018230.0297,0.9875767967145791,1.0,0.0,0.05775691907954873,0.9004964658889212,1759136400.0,4158.442568588673,5797.798437682861,9956.241006271533
2025-09-29 10:00:00+00:00,0.0,4158.442568588673,34445.348367685576,28219.81429956473,1759140000.0,False,0.987473351585672,0.0781,5061600.0,138084306.6251,0.987473351585672,1.0,0.0,0.057757757385258235,0.9004970402641828,1759140000.0,4158.442568588673,5794.049299609804,9952.491868198476
2025-09-29 11:00:00+00:00,0.0,4158.442568588673,34445.348367685576,28220.000238059656,1759143600.0,False,0.98740212183436,0.0786,5058000.0,138075873.8748,0.98740212183436,1.0,0.0,0.05775859575834707,0.9004976146527168,1759143600.0,4158.442568588673,5791.409827516793,9949.852396105465
2025-09-29 12:00:00+00:00,0.0,4158.442568588673,34445.348367685576,28220.21167501291,1759147200.0,False,0.9872028747433265,0.0799,5054400.0,138054239.55,0.9872028747433265,1.0,0.0,0.06567882057281876,0.9049830011028135,1759147200.0,4158.442568588673,5784.33525510164,9942.777823690312
2025-09-29 13:00:00+00:00,0.0,4158.442568588673,34445.348367685576,28220.42314458793,1759150800.0,False,0.9874040497376226,0.0787,5050800.0,138068020.5654,0.9874040497376226,1.0,0.0,0.06568846172910238,0.9049836256491474,1759150800.0,4158.442568588673,5791.053328288017,9949.49589687669
2025-09-29 14:00:00+00:00,0.0,4158.442568588673,34445.348367685576,28220.634646792412,1759154400.0,False,0.9872690851015287,0.0796,5047200.0,137968948.8651,0.9872690851015287,1.0,0.0,0.06569810505629622,0.9049842503694662,1759154400.0,4158.442568588673,5786.19292217596,9944.635490764633
2025-09-29 15:00:00+00:00,0.0,4158.442568588673,34445.348367685576,28220.819949292923,1759158000.0,False,0.987214236824093,0.08,5043600.0,138984459.3068,0.987214236824093,1.0,0.0,0.05755936178590544,0.9003507952825006,1759158000.0,4158.442568588673,5784.11835165181,9942.560920240483
2025-09-29 16:00:00+00:00,0.0,4158.442568588673,34445.348367685576,28221.005254915864,1759161600.0,False,0.9873032169746749,0.0795,5040000.0,138941019.4393,0.9873032169746749,1.0,0.0,0.05755995373637851,0.9003513684666882,1759161600.0,4158.442568588673,5786.997998313476,9945.440566902149
