final,apy,sharpe,max_drawdown,days,n_obs,strategy,cycle,chain
9963.437792925333,-0.022272710716923185,1.7575280210127684,-0.012602838646362009,59.958333333333336,1440,Dynamic+stress,sUSDE-25SEP2025,ethereum
9921.257701871447,-0.048781271052642405,2.2490785369384336,-0.005931736878855191,58.958333333333336,1416,Dynamic+stress,sUSDE-27NOV2025,ethereum
9953.60700219028,-0.02826136336344719,6.602968810819123,-0.002562091733814073,59.958333333333336,1440,Dynamic+stress,sUSDE-5FEB2026,ethereum
9307.78221857559,-0.4216804080588172,0.40423407077577655,-0.02593050267649017,59.958333333333336,1440,Dynamic+stress,USDe-11DEC2025@Arb,arbitrum
9504.021613879522,-0.30213665967561576,2.602022947024569,-0.06959216097955445,59.958333333333336,1440,Dynamic+stress,USDe-11DEC2025@Base,base
10829.631167526682,0.5053889377719878,5.354158475873569,-0.01763210445337836,59.958333333333336,1436,Dynamic+stress,weETH-27JUN2024@Eth-stress,ethereum
